,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,HeadhouseholdEducation,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,Target,new_hogar_total,new_dependency,HeadhouseGender,Place,Education,TypeofHome,WallType,FloorType,RoofType,WaterSource,Sanitary,EnergySource,RubishDisposalMethod,ToiletType,WallRate,CeilingRate,FloorRate,TargetCateg,Gender
1112,0,4,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,e08aecf67,1,3,0,4,.33333334,5,5.3333335,0,0,1,0,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,13,4,4,0.3333333333333333,female,lugar1,instlevel3,tipovivi3,paredmad,pisomadera,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1113,0,4,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f021e6e54,2,2,0,4,yes,7,6.5,0,0,1,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,14,4,4,1.0,male,lugar1,instlevel3,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1114,0,4,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,f021e6e54,2,2,0,4,yes,7,6.5,1,0,0,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,1,4,4,1.0,male,lugar1,instlevel1,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1115,0,4,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,f021e6e54,2,2,0,4,yes,7,6.5,0,0,1,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,36,4,4,1.0,male,lugar1,instlevel3,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1116,0,4,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f021e6e54,2,2,0,4,yes,7,6.5,0,0,0,1,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,37,4,4,1.0,male,lugar1,instlevel4,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1117,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ca7bf11a2,0,2,2,2,8,9,4.5,0,0,0,1,0,0,0,0,0,2,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,73,3,4,1.0,male,lugar1,instlevel4,tipovivi5,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,vulnerable,Male
1118,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ca7bf11a2,0,2,2,2,8,9,4.5,0,1,0,0,0,0,0,0,0,2,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,77,3,4,1.0,male,lugar1,instlevel2,tipovivi5,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,vulnerable,Female
1119,0,6,0,1,1,1,2.0,0,3,3,0,2,2,0,5,5,5,5,11,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ae72603e0,0,5,1,5,.25,11,8.0,0,0,0,0,1,0,0,0,0,3,1.6666666,0,0,1,0,0,1,0,1,5,1,0,0,0,0,0,1,0,51,4,6,0.2,male,lugar1,instlevel5,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1120,0,6,0,1,1,1,2.0,0,3,3,0,2,2,0,5,5,5,5,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,ae72603e0,0,5,1,5,.25,11,8.0,1,0,0,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,1,0,1,5,1,0,0,0,0,0,1,0,97,4,6,0.2,male,lugar1,instlevel1,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1121,0,6,0,1,1,1,2.0,0,3,3,0,2,2,0,5,5,5,5,12,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ae72603e0,0,5,1,5,.25,11,8.0,0,0,0,0,0,0,1,0,0,3,1.6666666,0,0,1,0,0,1,0,1,5,1,0,0,0,0,0,1,0,20,4,6,0.2,male,lugar1,instlevel7,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1122,0,6,0,1,1,1,2.0,0,3,3,0,2,2,0,5,5,5,5,11,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ae72603e0,0,5,1,5,.25,11,8.0,0,0,0,0,1,0,0,0,0,3,1.6666666,0,0,1,0,0,1,0,1,5,1,0,0,0,0,0,1,0,25,4,6,0.2,male,lugar1,instlevel5,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1123,0,6,0,1,1,1,2.0,0,3,3,0,2,2,0,5,5,5,5,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ae72603e0,0,5,1,5,.25,11,8.0,0,0,1,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,1,0,1,5,1,0,0,0,0,0,1,0,43,4,6,0.2,male,lugar1,instlevel3,tipovivi3,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1124,0,3,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26ccc6963,0,1,1,1,8,4,4.0,0,1,0,0,0,0,0,0,0,1,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,71,3,2,1.0,female,lugar1,instlevel2,tipovivi5,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho3,eviv3,vulnerable,Female
1125,0,4,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c4fc4a670,0,2,1,2,yes,6,7.5,0,0,0,1,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,63,4,3,0.5,male,lugar1,instlevel4,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1126,0,4,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c4fc4a670,0,2,1,2,yes,6,7.5,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,70,4,3,0.5,male,lugar1,instlevel3,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1127,0,5,0,1,1,0,0.0,1,2,3,3,2,5,4,4,8,8,8,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a32c04257,4,4,0,8,yes,9,8.0,1,0,0,0,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,2,3,8,1.0,male,lugar1,instlevel1,tipovivi3,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,vulnerable,Male
1128,0,5,0,1,1,0,0.0,1,2,3,3,2,5,4,4,8,8,8,9,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a32c04257,4,4,0,8,yes,9,8.0,0,0,0,1,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,30,3,8,1.0,male,lugar1,instlevel4,tipovivi3,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,vulnerable,Male
1129,0,5,0,1,1,0,0.0,1,2,3,3,2,5,4,4,8,8,8,6,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,a32c04257,4,4,0,8,yes,9,8.0,0,0,1,0,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,40,3,8,1.0,male,lugar1,instlevel3,tipovivi3,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,vulnerable,Female
1130,0,5,0,1,1,0,0.0,1,2,3,3,2,5,4,4,8,8,8,4,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a32c04257,4,4,0,8,yes,9,8.0,0,1,0,0,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,11,3,8,1.0,male,lugar1,instlevel2,tipovivi3,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,vulnerable,Female
1131,0,5,0,1,1,0,0.0,1,2,3,3,2,5,4,4,8,8,8,2,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a32c04257,4,4,0,8,yes,9,8.0,0,1,0,0,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,9,3,8,1.0,male,lugar1,instlevel2,tipovivi3,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,vulnerable,Female
1132,0,5,0,1,1,0,0.0,1,2,3,3,2,5,4,4,8,8,8,11,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,a32c04257,4,4,0,8,yes,9,8.0,0,0,0,0,1,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,35,3,8,1.0,male,lugar1,instlevel5,tipovivi3,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,vulnerable,Male
1133,0,5,0,1,1,0,0.0,1,2,3,3,2,5,4,4,8,8,8,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a32c04257,4,4,0,8,yes,9,8.0,1,0,0,0,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,3,8,1.0,male,lugar1,instlevel1,tipovivi3,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,vulnerable,Female
1134,0,5,0,1,1,0,0.0,1,2,3,3,2,5,4,4,8,8,8,6,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a32c04257,4,4,0,8,yes,9,8.0,0,0,1,0,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,27,3,8,1.0,male,lugar1,instlevel3,tipovivi3,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,vulnerable,Female
1135,0,2,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,cc3b2206b,0,1,0,1,no,12,12.0,0,0,0,0,0,0,1,0,0,1,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,22,4,1,0.0,male,lugar1,instlevel7,tipovivi3,paredblolad,pisomoscer,techoentrepiso,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1136,0,6,0,1,1,0,0.0,1,2,3,1,2,3,2,4,6,6,6,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,00edc0d0f,2,4,0,6,.5,13,13.75,1,0,0,0,0,0,0,0,0,3,2.0,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,0,4,6,0.5,male,lugar1,instlevel1,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1137,0,6,0,1,1,0,0.0,1,2,3,1,2,3,2,4,6,6,6,16,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,00edc0d0f,2,4,0,6,.5,13,13.75,0,0,0,0,0,0,0,1,0,3,2.0,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,30,4,6,0.5,male,lugar1,instlevel8,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1138,0,6,0,1,1,0,0.0,1,2,3,1,2,3,2,4,6,6,6,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,00edc0d0f,2,4,0,6,.5,13,13.75,1,0,0,0,0,0,0,0,0,3,2.0,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,4,4,6,0.5,male,lugar1,instlevel1,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1139,0,6,0,1,1,0,0.0,1,2,3,1,2,3,2,4,6,6,6,13,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,00edc0d0f,2,4,0,6,.5,13,13.75,0,0,0,0,0,0,0,1,0,3,2.0,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,57,4,6,0.5,male,lugar1,instlevel8,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1140,0,6,0,1,1,0,0.0,1,2,3,1,2,3,2,4,6,6,6,16,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,00edc0d0f,2,4,0,6,.5,13,13.75,0,0,0,0,0,0,0,1,0,3,2.0,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,56,4,6,0.5,male,lugar1,instlevel8,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1141,0,6,0,1,1,0,0.0,1,2,3,1,2,3,2,4,6,6,6,10,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,00edc0d0f,2,4,0,6,.5,13,13.75,0,0,0,1,0,0,0,0,0,3,2.0,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,24,4,6,0.5,male,lugar1,instlevel4,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1142,0,6,0,1,1,1,1.0,0,3,3,0,1,1,0,4,4,4,4,11,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,f6ef72f82,0,4,0,4,no,15,12.75,0,0,0,0,1,0,0,0,0,3,1.3333334,0,1,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,49,4,4,0.0,male,lugar1,instlevel5,tipovivi2,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
1143,0,6,0,1,1,1,1.0,0,3,3,0,1,1,0,4,4,4,4,15,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f6ef72f82,0,4,0,4,no,15,12.75,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,47,4,4,0.0,male,lugar1,instlevel8,tipovivi2,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1144,0,6,0,1,1,1,1.0,0,3,3,0,1,1,0,4,4,4,4,12,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f6ef72f82,0,4,0,4,no,15,12.75,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,20,4,4,0.0,male,lugar1,instlevel8,tipovivi2,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1145,0,6,0,1,1,1,1.0,0,3,3,0,1,1,0,4,4,4,4,13,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f6ef72f82,0,4,0,4,no,15,12.75,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,21,4,4,0.0,male,lugar1,instlevel8,tipovivi2,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
1146,0,4,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f62fbd6f0,3,2,0,5,1.5,7,6.5,0,0,1,0,0,0,0,0,0,2,2.5,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,0,16,3,5,1.5,female,lugar1,instlevel3,tipovivi4,paredmad,pisomadera,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv3,vulnerable,Male
